CodFuncionario:1; SalarioAtual:15522.9; TotaldeVendas:3457.17
CodFuncionario:755; SalarioAtual:8624.61; TotaldeVendas:1229.13
CodFuncionario:756; SalarioAtual:11744.95; TotaldeVendas:8635.66
CodFuncionario:757; SalarioAtual:13691.06; TotaldeVendas:9282.29
CodFuncionario:758; SalarioAtual:17191.48; TotaldeVendas:7370.14
CodFuncionario:759; SalarioAtual:20073.15; TotaldeVendas:4457.01
CodFuncionario:760; SalarioAtual:19078.96; TotaldeVendas:3998.94
CodFuncionario:761; SalarioAtual:6159.17; TotaldeVendas:4478.4
CodFuncionario:762; SalarioAtual:19531.19; TotaldeVendas:6095.09
CodFuncionario:763; SalarioAtual:7085.17; TotaldeVendas:2000.95
CodFuncionario:764; SalarioAtual:23081.62; TotaldeVendas:8557.7
CodFuncionario:765; SalarioAtual:17600.86; TotaldeVendas:6895.16
CodFuncionario:766; SalarioAtual:12835.71; TotaldeVendas:7916.54
CodFuncionario:767; SalarioAtual:15421.78; TotaldeVendas:6317.3
CodFuncionario:768; SalarioAtual:15595.83; TotaldeVendas:4642.92
CodFuncionario:769; SalarioAtual:9256.11; TotaldeVendas:5813.6
CodFuncionario:770; SalarioAtual:11714.35; TotaldeVendas:3770.18
CodFuncionario:771; SalarioAtual:6090.53; TotaldeVendas:5762.35
CodFuncionario:772; SalarioAtual:27164.0; TotaldeVendas:6488.28
CodFuncionario:773; SalarioAtual:16893.39; TotaldeVendas:5686.73
CodFuncionario:774; SalarioAtual:7176.94; TotaldeVendas:6990.0
CodFuncionario:775; SalarioAtual:28505.98; TotaldeVendas:3685.93
CodFuncionario:776; SalarioAtual:18642.7; TotaldeVendas:7942.38
CodFuncionario:777; SalarioAtual:17719.94; TotaldeVendas:4311.79
CodFuncionario:778; SalarioAtual:9103.38; TotaldeVendas:9715.26
CodFuncionario:779; SalarioAtual:8567.32; TotaldeVendas:4545.42
CodFuncionario:780; SalarioAtual:15309.15; TotaldeVendas:3993.97
CodFuncionario:781; SalarioAtual:24611.87; TotaldeVendas:5455.75
CodFuncionario:782; SalarioAtual:29537.77; TotaldeVendas:2025.13
CodFuncionario:783; SalarioAtual:8721.86; TotaldeVendas:5809.08
CodFuncionario:784; SalarioAtual:11225.37; TotaldeVendas:3262.77
CodFuncionario:785; SalarioAtual:26166.41; TotaldeVendas:3435.04
CodFuncionario:786; SalarioAtual:27414.22; TotaldeVendas:7002.24
CodFuncionario:787; SalarioAtual:17009.42; TotaldeVendas:9904.91
CodFuncionario:788; SalarioAtual:7549.26; TotaldeVendas:9778.18
CodFuncionario:789; SalarioAtual:28084.06; TotaldeVendas:8375.13
CodFuncionario:790; SalarioAtual:12603.13; TotaldeVendas:3034.37
CodFuncionario:791; SalarioAtual:13424.75; TotaldeVendas:3785.81
CodFuncionario:792; SalarioAtual:26890.55; TotaldeVendas:4924.93
CodFuncionario:793; SalarioAtual:19875.3; TotaldeVendas:2537.79
CodFuncionario:794; SalarioAtual:6255.29; TotaldeVendas:4697.16
CodFuncionario:795; SalarioAtual:25529.36; TotaldeVendas:3486.67
CodFuncionario:796; SalarioAtual:12287.15; TotaldeVendas:5011.21
CodFuncionario:797; SalarioAtual:20507.63; TotaldeVendas:6019.62
CodFuncionario:798; SalarioAtual:16201.12; TotaldeVendas:3492.82
CodFuncionario:799; SalarioAtual:27886.45; TotaldeVendas:1351.88
CodFuncionario:800; SalarioAtual:16395.9; TotaldeVendas:2550.48
CodFuncionario:801; SalarioAtual:27840.73; TotaldeVendas:2013.04
CodFuncionario:802; SalarioAtual:27384.45; TotaldeVendas:6733.61
CodFuncionario:803; SalarioAtual:25201.48; TotaldeVendas:3138.03
CodFuncionario:804; SalarioAtual:7154.41; TotaldeVendas:9875.38
CodFuncionario:805; SalarioAtual:19160.43; TotaldeVendas:2027.13
CodFuncionario:806; SalarioAtual:18737.09; TotaldeVendas:1587.38
CodFuncionario:807; SalarioAtual:12566.41; TotaldeVendas:9749.76
CodFuncionario:808; SalarioAtual:26978.77; TotaldeVendas:1455.68
CodFuncionario:809; SalarioAtual:17194.68; TotaldeVendas:3162.88
CodFuncionario:810; SalarioAtual:11298.67; TotaldeVendas:2249.31
CodFuncionario:811; SalarioAtual:16593.13; TotaldeVendas:9772.6
CodFuncionario:812; SalarioAtual:16657.75; TotaldeVendas:5328.83
CodFuncionario:813; SalarioAtual:10413.15; TotaldeVendas:9667.86
CodFuncionario:814; SalarioAtual:11317.25; TotaldeVendas:6539.46
CodFuncionario:815; SalarioAtual:11823.96; TotaldeVendas:4531.63
CodFuncionario:816; SalarioAtual:27282.43; TotaldeVendas:6737.2
CodFuncionario:817; SalarioAtual:7706.58; TotaldeVendas:4305.98
CodFuncionario:818; SalarioAtual:11907.05; TotaldeVendas:1753.18
CodFuncionario:819; SalarioAtual:20009.99; TotaldeVendas:2040.76
CodFuncionario:820; SalarioAtual:8863.84; TotaldeVendas:2394.25
CodFuncionario:821; SalarioAtual:21505.26; TotaldeVendas:1131.45
CodFuncionario:822; SalarioAtual:18591.52; TotaldeVendas:1572.87
CodFuncionario:823; SalarioAtual:10396.3; TotaldeVendas:8438.06
CodFuncionario:824; SalarioAtual:22479.91; TotaldeVendas:2826.05
CodFuncionario:825; SalarioAtual:29662.31; TotaldeVendas:1223.92
CodFuncionario:826; SalarioAtual:13748.5; TotaldeVendas:6130.64
CodFuncionario:827; SalarioAtual:18868.79; TotaldeVendas:6431.9
CodFuncionario:828; SalarioAtual:26896.48; TotaldeVendas:2898.46
CodFuncionario:829; SalarioAtual:14448.82; TotaldeVendas:2476.2
CodFuncionario:830; SalarioAtual:10549.11; TotaldeVendas:3063.62
CodFuncionario:831; SalarioAtual:27930.92; TotaldeVendas:5824.63
CodFuncionario:832; SalarioAtual:28141.14; TotaldeVendas:8573.53
CodFuncionario:833; SalarioAtual:14382.89; TotaldeVendas:2546.49
CodFuncionario:834; SalarioAtual:26294.14; TotaldeVendas:5088.22
CodFuncionario:835; SalarioAtual:24983.37; TotaldeVendas:9498.34
CodFuncionario:836; SalarioAtual:22623.18; TotaldeVendas:6352.5
CodFuncionario:837; SalarioAtual:10038.23; TotaldeVendas:4217.2
CodFuncionario:838; SalarioAtual:9851.46; TotaldeVendas:7799.78
CodFuncionario:839; SalarioAtual:28985.72; TotaldeVendas:1270.77
CodFuncionario:840; SalarioAtual:17180.15; TotaldeVendas:6566.96
CodFuncionario:841; SalarioAtual:8476.81; TotaldeVendas:6476.18
CodFuncionario:842; SalarioAtual:11938.66; TotaldeVendas:3439.89
CodFuncionario:843; SalarioAtual:24353.36; TotaldeVendas:3039.81
CodFuncionario:844; SalarioAtual:7304.39; TotaldeVendas:3135.97
CodFuncionario:845; SalarioAtual:10965.09; TotaldeVendas:5191.8
CodFuncionario:846; SalarioAtual:22401.23; TotaldeVendas:5579.65
CodFuncionario:847; SalarioAtual:8182.49; TotaldeVendas:3850.24
CodFuncionario:848; SalarioAtual:29708.2; TotaldeVendas:8600.23
CodFuncionario:849; SalarioAtual:25030.86; TotaldeVendas:9278.77
CodFuncionario:850; SalarioAtual:19581.39; TotaldeVendas:2689.83
CodFuncionario:851; SalarioAtual:20970.95; TotaldeVendas:9134.29
CodFuncionario:852; SalarioAtual:23764.87; TotaldeVendas:5262.46
CodFuncionario:853; SalarioAtual:7450.74; TotaldeVendas:1248.34
CodFuncionario:854; SalarioAtual:13850.75; TotaldeVendas:9471.73
CodFuncionario:855; SalarioAtual:28734.51; TotaldeVendas:4466.06
CodFuncionario:856; SalarioAtual:21406.26; TotaldeVendas:4008.21
CodFuncionario:857; SalarioAtual:18848.78; TotaldeVendas:1760.24
CodFuncionario:858; SalarioAtual:23137.29; TotaldeVendas:8557.5
CodFuncionario:859; SalarioAtual:19810.0; TotaldeVendas:2346.1
CodFuncionario:860; SalarioAtual:25256.36; TotaldeVendas:3789.72
CodFuncionario:861; SalarioAtual:23649.29; TotaldeVendas:1567.68
CodFuncionario:862; SalarioAtual:17873.44; TotaldeVendas:5271.73
CodFuncionario:863; SalarioAtual:26101.11; TotaldeVendas:1753.55
CodFuncionario:864; SalarioAtual:24409.45; TotaldeVendas:1535.96
CodFuncionario:865; SalarioAtual:7611.84; TotaldeVendas:4125.51
CodFuncionario:866; SalarioAtual:5572.62; TotaldeVendas:6021.37
CodFuncionario:867; SalarioAtual:6278.07; TotaldeVendas:8283.41
CodFuncionario:868; SalarioAtual:18622.64; TotaldeVendas:2085.23
CodFuncionario:869; SalarioAtual:26864.45; TotaldeVendas:7702.32
CodFuncionario:870; SalarioAtual:15268.06; TotaldeVendas:1125.31
CodFuncionario:871; SalarioAtual:8288.14; TotaldeVendas:5837.27
CodFuncionario:872; SalarioAtual:7417.05; TotaldeVendas:5408.39
CodFuncionario:873; SalarioAtual:12714.89; TotaldeVendas:7998.8
CodFuncionario:874; SalarioAtual:8189.04; TotaldeVendas:3727.27
CodFuncionario:875; SalarioAtual:13625.53; TotaldeVendas:6071.83
CodFuncionario:876; SalarioAtual:20475.44; TotaldeVendas:5716.71
CodFuncionario:877; SalarioAtual:23598.83; TotaldeVendas:3543.34
CodFuncionario:878; SalarioAtual:11318.1; TotaldeVendas:9853.33
CodFuncionario:879; SalarioAtual:17117.87; TotaldeVendas:2806.55
CodFuncionario:880; SalarioAtual:24527.86; TotaldeVendas:7155.91
CodFuncionario:881; SalarioAtual:10050.8; TotaldeVendas:7023.32
CodFuncionario:882; SalarioAtual:11365.88; TotaldeVendas:8346.85
CodFuncionario:883; SalarioAtual:7838.27; TotaldeVendas:6885.43
CodFuncionario:884; SalarioAtual:24691.81; TotaldeVendas:5051.17
CodFuncionario:885; SalarioAtual:13394.63; TotaldeVendas:3753.16
CodFuncionario:886; SalarioAtual:17387.19; TotaldeVendas:7783.92
CodFuncionario:887; SalarioAtual:6941.97; TotaldeVendas:1297.01
CodFuncionario:888; SalarioAtual:9924.17; TotaldeVendas:1985.1
CodFuncionario:889; SalarioAtual:22886.07; TotaldeVendas:7987.55
CodFuncionario:890; SalarioAtual:14202.6; TotaldeVendas:6746.39
CodFuncionario:891; SalarioAtual:8211.47; TotaldeVendas:3602.43
CodFuncionario:892; SalarioAtual:22898.98; TotaldeVendas:4490.38
CodFuncionario:893; SalarioAtual:14469.93; TotaldeVendas:4677.83
CodFuncionario:894; SalarioAtual:27311.99; TotaldeVendas:5787.16
CodFuncionario:895; SalarioAtual:15144.39; TotaldeVendas:1269.54
CodFuncionario:896; SalarioAtual:16753.35; TotaldeVendas:2201.4
CodFuncionario:897; SalarioAtual:15646.78; TotaldeVendas:6785.58
CodFuncionario:898; SalarioAtual:17869.95; TotaldeVendas:9578.3
CodFuncionario:899; SalarioAtual:24844.45; TotaldeVendas:4244.73
CodFuncionario:900; SalarioAtual:18617.35; TotaldeVendas:1899.7
CodFuncionario:901; SalarioAtual:21051.11; TotaldeVendas:6994.59
CodFuncionario:902; SalarioAtual:17530.15; TotaldeVendas:1681.32
CodFuncionario:903; SalarioAtual:25409.42; TotaldeVendas:8593.62
CodFuncionario:904; SalarioAtual:13749.28; TotaldeVendas:1216.63
CodFuncionario:905; SalarioAtual:22588.97; TotaldeVendas:4174.2
CodFuncionario:906; SalarioAtual:18091.48; TotaldeVendas:7361.67
CodFuncionario:907; SalarioAtual:5703.74; TotaldeVendas:6689.42
CodFuncionario:908; SalarioAtual:5950.3; TotaldeVendas:6673.25
CodFuncionario:909; SalarioAtual:22608.36; TotaldeVendas:7644.5
CodFuncionario:910; SalarioAtual:22100.82; TotaldeVendas:8065.7
CodFuncionario:911; SalarioAtual:15943.19; TotaldeVendas:3164.76
CodFuncionario:912; SalarioAtual:17973.96; TotaldeVendas:9025.79
CodFuncionario:913; SalarioAtual:22068.15; TotaldeVendas:2216.81
CodFuncionario:914; SalarioAtual:13579.4; TotaldeVendas:7255.12
CodFuncionario:915; SalarioAtual:16421.38; TotaldeVendas:9918.59
CodFuncionario:916; SalarioAtual:15301.76; TotaldeVendas:2082.4
CodFuncionario:917; SalarioAtual:26049.26; TotaldeVendas:6483.06
CodFuncionario:918; SalarioAtual:7235.0; TotaldeVendas:4240.25
CodFuncionario:919; SalarioAtual:28063.9; TotaldeVendas:1395.92
CodFuncionario:920; SalarioAtual:7522.24; TotaldeVendas:6659.33
CodFuncionario:921; SalarioAtual:8679.07; TotaldeVendas:5757.48
CodFuncionario:922; SalarioAtual:10402.42; TotaldeVendas:5307.64
CodFuncionario:923; SalarioAtual:25430.67; TotaldeVendas:5183.15
CodFuncionario:924; SalarioAtual:6249.53; TotaldeVendas:2151.08
CodFuncionario:925; SalarioAtual:27012.04; TotaldeVendas:9544.75
CodFuncionario:926; SalarioAtual:25842.11; TotaldeVendas:7872.62
CodFuncionario:927; SalarioAtual:19676.25; TotaldeVendas:6205.28
CodFuncionario:928; SalarioAtual:27926.48; TotaldeVendas:3319.14
CodFuncionario:929; SalarioAtual:14448.56; TotaldeVendas:3273.08
CodFuncionario:930; SalarioAtual:11007.5; TotaldeVendas:7638.18
CodFuncionario:931; SalarioAtual:22901.69; TotaldeVendas:8296.31
CodFuncionario:932; SalarioAtual:10503.04; TotaldeVendas:4994.62
CodFuncionario:933; SalarioAtual:12650.23; TotaldeVendas:5255.58
CodFuncionario:934; SalarioAtual:7680.69; TotaldeVendas:6043.88
CodFuncionario:935; SalarioAtual:28311.52; TotaldeVendas:4033.55
CodFuncionario:936; SalarioAtual:10760.25; TotaldeVendas:7592.3
CodFuncionario:937; SalarioAtual:16369.56; TotaldeVendas:3894.12
CodFuncionario:938; SalarioAtual:10045.95; TotaldeVendas:9030.41
CodFuncionario:939; SalarioAtual:12841.7; TotaldeVendas:4169.07
CodFuncionario:940; SalarioAtual:24225.4; TotaldeVendas:3718.19
CodFuncionario:941; SalarioAtual:10431.42; TotaldeVendas:3654.55
CodFuncionario:942; SalarioAtual:27168.8; TotaldeVendas:2903.21
CodFuncionario:943; SalarioAtual:7479.18; TotaldeVendas:6054.96
CodFuncionario:944; SalarioAtual:19510.91; TotaldeVendas:9704.07
CodFuncionario:945; SalarioAtual:14895.11; TotaldeVendas:7285.5
CodFuncionario:946; SalarioAtual:5414.52; TotaldeVendas:8704.01
CodFuncionario:947; SalarioAtual:22231.62; TotaldeVendas:3639.7
CodFuncionario:948; SalarioAtual:7843.03; TotaldeVendas:6705.83
CodFuncionario:949; SalarioAtual:24143.14; TotaldeVendas:7853.28
CodFuncionario:950; SalarioAtual:10486.25; TotaldeVendas:2200.13
CodFuncionario:951; SalarioAtual:20097.15; TotaldeVendas:7232.22
CodFuncionario:952; SalarioAtual:26588.85; TotaldeVendas:1683.98
CodFuncionario:953; SalarioAtual:10985.18; TotaldeVendas:6520.59
CodFuncionario:954; SalarioAtual:28986.6; TotaldeVendas:9584.02
CodFuncionario:955; SalarioAtual:20059.61; TotaldeVendas:8742.13
CodFuncionario:956; SalarioAtual:9489.27; TotaldeVendas:2007.84
CodFuncionario:957; SalarioAtual:20523.68; TotaldeVendas:1387.35
CodFuncionario:958; SalarioAtual:7678.58; TotaldeVendas:4042.27
CodFuncionario:959; SalarioAtual:7693.19; TotaldeVendas:1785.14
CodFuncionario:960; SalarioAtual:28603.21; TotaldeVendas:6096.4
CodFuncionario:961; SalarioAtual:10690.38; TotaldeVendas:6168.19
CodFuncionario:962; SalarioAtual:17744.33; TotaldeVendas:9607.62
CodFuncionario:963; SalarioAtual:12027.03; TotaldeVendas:1780.0
CodFuncionario:964; SalarioAtual:13831.06; TotaldeVendas:1548.0
CodFuncionario:965; SalarioAtual:23939.4; TotaldeVendas:1737.02
CodFuncionario:966; SalarioAtual:11029.04; TotaldeVendas:3115.32
CodFuncionario:967; SalarioAtual:15381.68; TotaldeVendas:8284.09
CodFuncionario:968; SalarioAtual:26345.34; TotaldeVendas:3042.19
CodFuncionario:969; SalarioAtual:20707.22; TotaldeVendas:7279.05
CodFuncionario:970; SalarioAtual:8207.05; TotaldeVendas:7603.7
CodFuncionario:971; SalarioAtual:22255.82; TotaldeVendas:2558.55
CodFuncionario:972; SalarioAtual:19043.11; TotaldeVendas:3585.63
CodFuncionario:973; SalarioAtual:26476.89; TotaldeVendas:9311.78
CodFuncionario:974; SalarioAtual:17802.51; TotaldeVendas:4335.73
CodFuncionario:975; SalarioAtual:27859.95; TotaldeVendas:3651.94
CodFuncionario:976; SalarioAtual:23739.92; TotaldeVendas:3931.77
CodFuncionario:977; SalarioAtual:17868.06; TotaldeVendas:5596.22
CodFuncionario:978; SalarioAtual:12661.72; TotaldeVendas:1448.27
CodFuncionario:979; SalarioAtual:21091.87; TotaldeVendas:3498.71
CodFuncionario:980; SalarioAtual:17266.9; TotaldeVendas:6241.68
CodFuncionario:981; SalarioAtual:9585.54; TotaldeVendas:1921.55
CodFuncionario:982; SalarioAtual:12352.45; TotaldeVendas:6089.52
CodFuncionario:983; SalarioAtual:26568.33; TotaldeVendas:7681.5
CodFuncionario:984; SalarioAtual:27878.32; TotaldeVendas:7043.77
CodFuncionario:985; SalarioAtual:20643.46; TotaldeVendas:7934.63
CodFuncionario:986; SalarioAtual:17346.12; TotaldeVendas:6398.94
CodFuncionario:987; SalarioAtual:24720.01; TotaldeVendas:5137.28
CodFuncionario:988; SalarioAtual:29467.52; TotaldeVendas:2821.15
CodFuncionario:989; SalarioAtual:29161.83; TotaldeVendas:6455.63
CodFuncionario:990; SalarioAtual:11541.64; TotaldeVendas:3232.93
CodFuncionario:991; SalarioAtual:17534.46; TotaldeVendas:2135.16
CodFuncionario:992; SalarioAtual:10440.3; TotaldeVendas:3431.36
CodFuncionario:993; SalarioAtual:26593.17; TotaldeVendas:7508.65
CodFuncionario:994; SalarioAtual:13332.99; TotaldeVendas:9256.95
CodFuncionario:995; SalarioAtual:18728.9; TotaldeVendas:7615.02
CodFuncionario:996; SalarioAtual:12878.09; TotaldeVendas:9485.68
CodFuncionario:997; SalarioAtual:9090.19; TotaldeVendas:5878.99
CodFuncionario:998; SalarioAtual:19848.17; TotaldeVendas:3504.27
CodFuncionario:999; SalarioAtual:29369.26; TotaldeVendas:6355.9
CodFuncionario:1000; SalarioAtual:13390.88; TotaldeVendas:6336.47
